topic,title,dialogue_line
2apartment,8. Asking about Floor Plan,"Actually, you can view this apartment online."
2apartment,8. Asking about Floor Plan,I did not know that I could do that.
2apartment,8. Asking about Floor Plan,I can give you the website to view that apartment on.
2apartment,8. Asking about Floor Plan,That is really convenient.
2apartment,8. Asking about Floor Plan,That's the reason we made the website.
2apartment,8. Asking about Floor Plan,I was wondering about the apartment.
2apartment,8. Asking about Floor Plan,I'd be happy to help.
2apartment,8. Asking about Floor Plan,Could you give me details about the apartment?
2apartment,8. Asking about Floor Plan,What is it that you would like to know?
2apartment,8. Asking about Floor Plan,"Actually, it's the floor plan that I am inquiring about."
2apartment,8. Asking about Floor Plan,"If you would like to, you can see it for yourself."
2apartment,8. Asking about Floor Plan,I am very busy and don't know when I can view the apartment.
2apartment,8. Asking about Floor Plan,"If you would like, you can view it online."
2apartment,8. Asking about Floor Plan,I can do that?
2apartment,8. Asking about Floor Plan,"If you would like the website, I can give it to you."
2apartment,8. Asking about Floor Plan,That would be more convenient than having to go all the way down there.
2apartment,8. Asking about Floor Plan,Convenience is the reason that we made the website.
2apartment,8. Asking about Floor Plan,Could you help me with a question that I have about the apartment?
2apartment,8. Asking about Floor Plan,What can I help you with?
2apartment,8. Asking about Floor Plan,I would like to know about the apartment.
2apartment,8. Asking about Floor Plan,What exactly did you want to know?
2apartment,8. Asking about Floor Plan,I was wondering about the floor plan.
2apartment,8. Asking about Floor Plan,You could always take a look at the floor plan.
2apartment,8. Asking about Floor Plan,I won't be able to come down to see it anytime soon.
2apartment,8. Asking about Floor Plan,"Well, if you're too busy, then why don't you just look at it online?"
2apartment,8. Asking about Floor Plan,That's actually possible?
2apartment,8. Asking about Floor Plan,Yes. I'll just give you the website so you can see for yourself.
2apartment,8. Asking about Floor Plan,I absolutely love how convenient that is.
2apartment,8. Asking about Floor Plan,That's the exact reason why we thought of it.
2apartment,9. Visiting a Rental Agent,How are you doing today?
2apartment,9. Visiting a Rental Agent,I'm doing fine. Thanks for asking.
2apartment,9. Visiting a Rental Agent,What can I help you with today?
2apartment,9. Visiting a Rental Agent,I would like you to help me find an apartment.
2apartment,9. Visiting a Rental Agent,I will be able to help you with that.
2apartment,9. Visiting a Rental Agent,Thank you. I would appreciate that.
2apartment,9. Visiting a Rental Agent,Do you have any idea what kind of apartment you want?
2apartment,9. Visiting a Rental Agent,I need a two-bedroom apartment.
2apartment,9. Visiting a Rental Agent,Is there anything else in particular that you wanted?
2apartment,9. Visiting a Rental Agent,"No. As long as it's a two bedroom, nice, and affordable, I'll take it."
2apartment,9. Visiting a Rental Agent,I'll see what I can do for you.
2apartment,9. Visiting a Rental Agent,Thanks for everything.
2apartment,9. Visiting a Rental Agent,"Hi, how are you?"
2apartment,9. Visiting a Rental Agent,"I'm great, thank you."
2apartment,9. Visiting a Rental Agent,How can I help you?
2apartment,9. Visiting a Rental Agent,I would really like to find an apartment for rent.
2apartment,9. Visiting a Rental Agent,That shouldn't be a problem.
2apartment,9. Visiting a Rental Agent,That would be great.
2apartment,9. Visiting a Rental Agent,Tell me what kind of apartment that you are looking for.
2apartment,9. Visiting a Rental Agent,I really need a two bedroom.
2apartment,9. Visiting a Rental Agent,Anything else?
2apartment,9. Visiting a Rental Agent,That's all I really need.
2apartment,9. Visiting a Rental Agent,"I will try to find something for you, and then I'll give you a call in a couple of days."
2apartment,9. Visiting a Rental Agent,That would be fabulous.
2apartment,9. Visiting a Rental Agent,How is everything with you?
2apartment,9. Visiting a Rental Agent,Everything's fine with me.
2apartment,9. Visiting a Rental Agent,What did you need me for today?
2apartment,9. Visiting a Rental Agent,I need to find an apartment.
2apartment,9. Visiting a Rental Agent,I'm sure I can help you find an apartment.
2apartment,9. Visiting a Rental Agent,I would greatly appreciate your help.
2apartment,9. Visiting a Rental Agent,What kind of apartment did you have in mind?
2apartment,9. Visiting a Rental Agent,What's most important is that I get a two bedroom.
2apartment,9. Visiting a Rental Agent,Would you like anything else special?
2apartment,9. Visiting a Rental Agent,That's the most important thing.
2apartment,9. Visiting a Rental Agent,"Give me a few days, and I'll call you when I've found something."
2apartment,9. Visiting a Rental Agent,Thank you so much for all your help.
2apartment,. Discrimination,"Good morning, is this the Renter's Hotline?"
2apartment,. Discrimination,"Yes, what can I help you with?"
2apartment,. Discrimination,I have a question about discrimination in housing.
2apartment,. Discrimination,What type of discrimination?
2apartment,. Discrimination,I think that he doesn't want to rent to me because of my race.
2apartment,. Discrimination,What made you think that your race was a problem?
2apartment,. Discrimination,"He seemed OK talking to me on the phone, but seemed to change his mind when he saw me in person."
2apartment,. Discrimination,What else made you feel he was discriminating against you?
2apartment,. Discrimination,"Well, he had a 25 unit apartment building and everyone I saw there was his same race."
2apartment,. Discrimination,"Racial discrimination is very hard to prove, but if you would like to come down, we can go over a checklist that can help you build a case."
2apartment,. Discrimination,I would like to speak with someone in the Housing Department.
2apartment,. Discrimination,You have reached the right area. Can I help you with something?
2apartment,. Discrimination,I think that I may have experienced discrimination in trying to rent an apartment.
2apartment,. Discrimination,Can you be specific as to what type of discrimination?
2apartment,. Discrimination,I felt that he didn't like me because I wasn't the same race that he was.
2apartment,. Discrimination,How come you feel it was race that was the issue?
2apartment,. Discrimination,"When I showed up on his doorstep, he seemed bothered by my appearance."
2apartment,. Discrimination,Is there anything else that made you feel he was using race as a factor in who he rented to?
2apartment,. Discrimination,As I walked through the apartment building all I saw were people who were the same race as the manager.
2apartment,. Discrimination,"It is not easy to prove racial discrimination, but please go to our website which can help you file a formal complaint."
2apartment,. Discrimination,"Hello, is this the Legal Advice Line?"
2apartment,. Discrimination,You are in the right department. What can I do for you?
2apartment,. Discrimination,I think that the landlord where I am trying to rent an apartment may be discriminating against me.
2apartment,. Discrimination,"Discrimination is a pretty broad term. What type, specifically?"
2apartment,. Discrimination,I have a feeling that he will not consider my application because of my race.
2apartment,. Discrimination,Are you sure that race was the issue? What makes you feel this way?
2apartment,. Discrimination,"When he saw me in person, he seemed bothered by me although I seemed to be under consideration when I e-mailed him."
2apartment,. Discrimination,Do you have any proof that he would not rent to you because of your race?
2apartment,. Discrimination,I didn't see one person in that whole building who wasn't the same race as the manager.
2apartment,. Discrimination,"It is difficult to prove racial discrimination, but you may file a formal complaint in our office."
2apartment,. Making an Appointment for an Apartment Viewing,How are you today?
2apartment,. Making an Appointment for an Apartment Viewing,"Great, thanks."
2apartment,. Making an Appointment for an Apartment Viewing,Can I help you?
2apartment,. Making an Appointment for an Apartment Viewing,I would actually like to view the apartment for rent today.
2apartment,. Making an Appointment for an Apartment Viewing,"I'm sorry, but you won't be able to view it today."
2apartment,. Making an Appointment for an Apartment Viewing,Why not?
2apartment,. Making an Appointment for an Apartment Viewing,You have to make an appointment first.
2apartment,. Making an Appointment for an Apartment Viewing,"Oh, okay. Can I do that right now?"
2apartment,. Making an Appointment for an Apartment Viewing,Is this Friday okay?
2apartment,. Making an Appointment for an Apartment Viewing,Is 6 o'clock Friday evening okay?
2apartment,. Making an Appointment for an Apartment Viewing,"Yes, I will schedule you for that time."
2apartment,. Making an Appointment for an Apartment Viewing,Thank you very much. See you then.
2apartment,. Making an Appointment for an Apartment Viewing,How are you doing?
2apartment,. Making an Appointment for an Apartment Viewing,Everything's fine with me.
2apartment,. Making an Appointment for an Apartment Viewing,What can I do for you today?
2apartment,. Making an Appointment for an Apartment Viewing,Is it possible for me to view the apartment today?
2apartment,. Making an Appointment for an Apartment Viewing,"Unfortunately, you will not be able to view it today."
2apartment,. Making an Appointment for an Apartment Viewing,Why can't I view it today?
